Points de recharge électriques (y compris privés),https://opendata.enedis.fr/datasets/nombre-total-de-points-de-charge-dacces-ouvert,https://opendata.enedis.fr/api/explore/v2.1/catalog/datasets/nombre-total-de-points-de-charge/exports/csv,200,Enedis export CSV public+privé
Linéaire de haies,https://data.geopf.fr,https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAMES=HAIES.BOCAGES:haie&count=1&outputFormat=application/json,200,IGN BD HAIE WFS GetFeature (GeoJSON)
"Consommation d'espaces naturels, agricoles et forestiers",https://cartagene.cerema.fr/portal/apps/dashboards/75ca3baa0632492dba4d0899f1f18b95,https://static.data.gouv.fr/resources/consommation-despaces-naturels-agricoles-et-forestiers-du-1er-janvier-2011-au-1er-janvier-2025/20260724-142909/conso-com.csv,200,Cerema conso-com.csv 2011-2025
Taux de recyclage des emballages ménagers par matériau,https://filieres-rep.ademe.fr/sites/default/files/2024-05/Tableau-indicateurs-suivi-Edition2023-EMBM.xlsx,https://filieres-rep.ademe.fr/sites/default/files/2024-05/Tableau-indicateurs-suivi-Edition2023-EMBM.xlsx,200,ADEME filières REP emballages xlsx
Rejets polluants dans les eaux par l'industrie,https://files.georisques.fr/irep/2024.zip,https://files.georisques.fr/irep/2024.zip,200,IREP/Georisques zip annuel (2023 et 2024 OK)
Taux d'incorporation en volume de biocarburants routiers,https://carbure.beta.gouv.fr/,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,SDES bilan énergie/biocarburants xlsx (CarbuRe pas d'API publique)
"Nombre de primes CEE ""coups de pouce chauffage"" pour sortie des sources fossiles",https://pilote.modernisation.gouv.fr/chantier/CH-050,AUCUN,-,pas d'endpoint machine-readable vérifié (dashboard)
Indicateur européen de risque harmonisé n° 1 (HRI-1),https://ec.europa.eu/eurostat/databrowser/view/aei_hri/default/table,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/aei_hri?format=JSON&lang=fr,200,Eurostat bulk download API
"Consommation d'électricité en France (finale, corrigée des variations climatiques)",https://analysesetdonnees.rte-france.com/,https://odre.opendatasoft.com/api/explore/v2.1/catalog/datasets/eco2mix-national-tr/exports/csv,200,RTE eco2mix national CSV (opendatasoft)
Production nucléaire d'électricité,https://analysesetdonnees.rte-france.com/sites/default/files,https://analysesetdonnees.rte-france.com/sites/default/files/graphDownloads/%25C3%2589volution_de_la_production_nucl%25C3%25A9aire_2025-08-04_16-23.csv,200,RTE graphDownloads CSV production nucléaire
Part de territoires terrestres en aires protégées,https://data.gouv.fr/datasets/part-de-territoire-en-aire-protegee,https://static.data.gouv.fr/resources/part-de-territoire-en-aire-protegee/20260218-095240/part-de-territoire-en-aire-protegee-region.csv,200,Ecolab part de territoire en aire protégée (région)
Déchets ménagers et assimilés (DMA),https://librairie.ademe.fr/,https://librairie.ademe.fr/ged/8019/ADEME-collecte-dechets-service-public-2021-donnees.xlsx,200,ADEME librairie données déchets (xlsx)
