Empreinte carbone par habitant,https://www.statistiques.developpement-durable.gouv.fr/empreinte-carbone-des-francais-continue-de-diminuer-en-2022,https://www.statistiques.developpement-durable.gouv.fr/media/8724/download?inline,200,xlsx 2024 (page lempreinte-carbone-de-la-france-de-1990-2024)
"Consommation finale d'énergie à usage énergétique, toutes énergies confondues",https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles (bilan-energetique-de-la-france-pour-2024)
Abondance des oiseaux communs spécialistes,https://www.statistiques.developpement-durable.gouv.fr/etat-de-la-biodiversite-en-france,https://www.statistiques.developpement-durable.gouv.fr/media/9190/download?inline,200,xls 2024 données (etat-de-la-population-des-oiseaux-communs-en-france-en-2024)
Consommation finale d'énergie du secteur résidentiel,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
Consommation finale d'énergie du secteur tertiaire,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
Part des résidences principales chauffées au gaz,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/7799/download?inline,200,xlsx données chauffage ménages (les-energies-de-chauffage-des-menages)
Consommation gaz dans le parc tertiaire,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
Consommation gaz du parc résidentiel,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
Part des résidences principales chauffées au fioul,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/7799/download?inline,200,xlsx données chauffage ménages
Consommation fioul dans le parc tertiaire,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
Consommation fioul dans le parc résidentiel,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
Nombre de passoires thermiques (DPE F et G) parmi les résidences principales,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/8809/download?inline,200,xlsx 2025 performance énergétique (le-parc-de-logements-par-classe-de-performance-energetique)
Part des résidences principales chauffées au moyen d'un réseau de chaleur urbain,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/8763/download?inline,200,xlsx 2024 réseaux de chaleur (les-reseaux-de-chaleur-et-froid-en-2024)
Émissions moyennes homologuées des voitures particulières thermiques neuves vendues (cycle WLTP),https://www.statistiques.developpement-durable.gouv.fr/publication-des-emissions-de-co2-vehicules-particuliers,https://www.statistiques.developpement-durable.gouv.fr/media/9713/download?inline,200,xlsx 2026 (aout) motorisations VP neuves
Masse moyenne des voitures particulières neuves par énergie,https://www.statistiques.developpement-durable.gouv.fr/donnees-detailees-sur-les-ventes-de-vehicules-particuliers,https://www.statistiques.developpement-durable.gouv.fr/media/9713/download?inline,200,xlsx 2026 (aout) motorisations VP neuves
Part d'autobus électriques dans les immatriculations neuves,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/9546/download?inline,200,xlsx 2026 parc autobus/autocars
Part d'autocars électriques dans les immatriculations neuves,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/9546/download?inline,200,xlsx 2026 parc autobus/autocars
Quantité de marchandises transportées,https://www.statistiques.developpement-durable.gouv.fr/bilan-annuel-des-transports-en-2024-0?rubrique=56&dossier=1337,https://www.statistiques.developpement-durable.gouv.fr/media/8866/download?inline,200,xlsx 2024 transports de marchandises
Part modale du transport ferroviaire dans le transport terrestre de marchandises,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/8866/download?inline,200,xlsx 2024 transports de marchandises
Part modale du transport fluvial dans le transport terrestre de marchandises,https://www.statistiques.developpement-durable.gouv.fr/media,https://www.statistiques.developpement-durable.gouv.fr/media/8866/download?inline,200,xlsx 2024 transports de marchandises
Empreinte carbone de l'alimentation par habitant,https://www.statistiques.developpement-durable.gouv.fr/media,AUCUN_FICHIER_DIRECT,n/a,aucune page SDES dédiée avec fichier direct
Production primaire d'électricité d'origine renouvelable,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
Production primaire d'énergie thermique à partir de sources renouvelables,https://www.statistiques.developpement-durable.gouv.fr/bilan-energetique-de-la-france-en-2023,https://www.statistiques.developpement-durable.gouv.fr/media/8958/download?inline,200,xlsx 2024 séries longues annuelles
