Émissions nationales de gaz à effet de serre (hors secteur UTCATF et puits),https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions nationales de CO2 (hors secteur UTCATF),https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions nationales de CH4 (hors secteur UTCATF),https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions nationales de N2O (hors secteur UTCATF),https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Puits carbone des terres et forêts,https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet de serre par habitant (hors secteur UTCATF),https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet de serre par unité de PIB (hors secteur UTCTAF),https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de polluants atmosphériques,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_polluants.zip,https://www.citepa.org/wp-content/uploads/2026/09/Citepa2025_polluants-v2.zip,200,"polluants : révision v2 (2025), pas de 2026"
Émissions directes des bâtiments résidentiels et tertiaires,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
"Émissions de PM2,5 liées à l'usage des bâtiments",https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_polluants.zip,https://www.citepa.org/wp-content/uploads/2026/09/Citepa2025_polluants-v2.zip,200,polluants : révision v2 (2025)
Émissions annuelles du transport aérien,https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions des soutes internationales aériennes,https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions des soutes internationales maritimes,https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de NOx par le transport,https://ressources.citepa.org/Comm_Divers/Secten/Citepa_Secten%202024.pdf,https://www.citepa.org/wp-content/uploads/2026/09/Citepa2025_polluants-v2.zip,200,polluants : révision v2 (2025) ; ancien PDF 404
Émissions de particules fines par le transport,https://ressources.citepa.org/Comm_Divers/Secten/Citepa_Secten%202024.pdf,https://www.citepa.org/wp-content/uploads/2026/09/Citepa2025_polluants-v2.zip,200,polluants : révision v2 (2025) ; ancien PDF 404
Émissions domestiques de gaz à effet serre liées à l'agriculture,https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions des terres cultivées,https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
"Émissions des engins, moteurs et chaudières agricoles / sylvicoles",https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de NH3 du secteur agricole,https://www.citepa.org/explorateur-de-donnees/,https://www.citepa.org/wp-content/uploads/2026/09/Citepa2025_polluants-v2.zip,200,polluants (NH3) : révision v2 (2025)
Puits forestier,https://www.citepa.org/donnees-air-climat/donnees-gaz-a-effet-de-serre/secten/,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet serre par l'industrie manufacturière et de construction,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet serre du secteur de la métallurgie des métaux ferreux,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet serre du secteur de la chimie,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet de serre du secteur des minéraux non métalliques et matériaux de construction,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet de serre du secteur agroalimentaire,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de SO2 par l'industrie manufacturière et de construction,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_polluants.zip,https://www.citepa.org/wp-content/uploads/2026/09/Citepa2025_polluants-v2.zip,200,polluants : révision v2 (2025)
Émissions de gaz à effet de serre domestiques par le secteur des déchets,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de gaz à effet de serre par l'industrie de l'énergie,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions des usines industrielles françaises de raffinage (avec capture du carbone fossile et hors capture du carbone biogénique),https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_gaz_a_effet_de_serre.zip,https://www.citepa.org/wp-content/uploads/2026/06/Citepa2026_gaz_a_effet_de_serre.zip,200,millésime 2026 (GES) disponible
Émissions de SO2 par l'industrie de l'énergie,https://www.citepa.org/wp-content/uploads/2025/06/Citepa2025_polluants.zip,https://www.citepa.org/wp-content/uploads/2026/09/Citepa2025_polluants-v2.zip,200,polluants : révision v2 (2025)
